id,confinan_ord,polviews,polviews_bin,degree,age,age_std,sex,income,income_std,region
604,2,4,Moderate,1,53,0.22452415833188627,1,12,0.3942931976883675,1
606,2,5,Conservative,0,74,1.413442955186155,2,12,0.3942931976883675,1
607,3,7,Conservative,4,28,-1.1908553617327193,1,12,0.3942931976883675,1
609,2,4,Moderate,2,54,0.2811393391344705,2,12,0.3942931976883675,1
611,3,2,Liberal,1,31,-1.0210098193249666,1,12,0.3942931976883675,1
612,1,5,Conservative,1,36,-0.7379339153120456,2,12,0.3942931976883675,1
613,3,4,Moderate,2,65,0.9039063279628969,2,12,0.3942931976883675,1
614,1,3,Liberal,4,36,-0.7379339153120456,1,10,-0.4133335130696976,1
615,2,2,Liberal,4,64,0.8472911471603127,1,12,0.3942931976883675,1
618,1,4,Moderate,1,69,1.1303670511732338,1,9,-0.8171468684487302,1
620,2,2,Liberal,4,64,0.8472911471603127,1,12,0.3942931976883675,1
626,2,3,Liberal,1,30,-1.077625000127551,2,12,0.3942931976883675,1
630,2,4,Moderate,4,86,2.0928251248171654,2,12,0.3942931976883675,1
631,3,1,Liberal,4,31,-1.0210098193249666,1,12,0.3942931976883675,1
632,3,2,Liberal,4,41,-0.4548580112991244,2,12,0.3942931976883675,1
633,3,3,Liberal,4,30,-1.077625000127551,2,12,0.3942931976883675,1
635,2,6,Conservative,1,55,0.3377545199370547,2,12,0.3942931976883675,1
637,2,2,Liberal,4,64,0.8472911471603127,2,12,0.3942931976883675,1
638,1,3,Liberal,4,47,-0.11516692648361908,2,12,0.3942931976883675,1
639,2,5,Conservative,1,71,1.2435974127784022,2,12,0.3942931976883675,1
640,2,4,Moderate,3,39,-0.5680883729042928,2,12,0.3942931976883675,1
642,2,2,Liberal,4,65,0.9039063279628969,2,12,0.3942931976883675,1
643,1,5,Conservative,1,80,1.7531340400016602,1,12,0.3942931976883675,1
644,2,4,Moderate,2,39,-0.5680883729042928,2,12,0.3942931976883675,1
645,3,3,Liberal,3,49,-0.00193656487845063,2,12,0.3942931976883675,3
646,1,4,Moderate,3,44,-0.2850124688913717,2,12,0.3942931976883675,3
650,1,1,Liberal,0,37,-0.6813187345094613,2,12,0.3942931976883675,3
651,2,6,Conservative,1,24,-1.4173160849430562,2,12,0.3942931976883675,3
653,2,4,Moderate,0,75,1.470058135988739,1,12,0.3942931976883675,3
658,2,3,Liberal,3,53,0.22452415833188627,2,12,0.3942931976883675,3
661,3,5,Conservative,4,35,-0.7945490961146298,1,12,0.3942931976883675,3
662,2,7,Conservative,1,66,0.9605215087654811,1,12,0.3942931976883675,3
664,2,6,Conservative,3,50,0.05467861592413359,1,12,0.3942931976883675,3
668,1,4,Moderate,3,59,0.5642152431473916,2,12,0.3942931976883675,3
669,2,6,Conservative,1,58,0.5076000623448074,1,12,0.3942931976883675,3
670,1,7,Conservative,4,54,0.2811393391344705,2,12,0.3942931976883675,3
671,2,5,Conservative,3,60,0.6208304239499758,1,12,0.3942931976883675,3
675,2,5,Conservative,1,75,1.470058135988739,2,12,0.3942931976883675,3
679,2,6,Conservative,3,58,0.5076000623448074,2,12,0.3942931976883675,3
680,1,6,Conservative,1,72,1.3002125935809865,2,12,0.3942931976883675,3
681,2,2,Liberal,3,44,-0.2850124688913717,2,12,0.3942931976883675,3
684,2,2,Liberal,0,32,-0.9643946385223824,1,11,-0.009520157690665056,3
685,2,4,Moderate,3,30,-1.077625000127551,1,12,0.3942931976883675,3
691,2,4,Moderate,3,24,-1.4173160849430562,2,12,0.3942931976883675,3
692,1,4,Moderate,1,25,-1.3607009041404718,2,12,0.3942931976883675,3
693,3,4,Moderate,1,70,1.186982231975818,2,12,0.3942931976883675,3
694,3,4,Moderate,1,37,-0.6813187345094613,1,1,-4.04765371148099,3
695,2,2,Liberal,1,24,-1.4173160849430562,1,1,-4.04765371148099,3
698,2,4,Moderate,1,64,0.8472911471603127,1,12,0.3942931976883675,3
699,2,4,Moderate,1,72,1.3002125935809865,2,12,0.3942931976883675,3
702,2,1,Liberal,0,51,0.11129379672671781,1,12,0.3942931976883675,3
704,3,4,Moderate,1,23,-1.4739312657456405,2,12,0.3942931976883675,3
706,1,3,Liberal,3,34,-0.851164276917214,1,12,0.3942931976883675,3
707,2,4,Moderate,1,37,-0.6813187345094613,2,3,-3.2400270007229253,3
709,3,4,Moderate,4,36,-0.7379339153120456,1,3,-3.2400270007229253,3
711,2,2,Liberal,1,29,-1.134240180930135,1,12,0.3942931976883675,3
712,2,3,Liberal,1,55,0.3377545199370547,1,12,0.3942931976883675,3
713,2,4,Moderate,1,23,-1.4739312657456405,2,12,0.3942931976883675,3
715,2,4,Moderate,1,33,-0.9077794577197982,2,12,0.3942931976883675,3
716,2,4,Moderate,3,37,-0.6813187345094613,1,12,0.3942931976883675,3
717,2,4,Moderate,1,45,-0.2283972880887875,2,12,0.3942931976883675,3
720,1,2,Liberal,3,57,0.45098488154222316,2,12,0.3942931976883675,3
721,3,3,Liberal,1,30,-1.077625000127551,1,12,0.3942931976883675,3
722,1,4,Moderate,1,40,-0.5114731921017086,2,12,0.3942931976883675,3
723,2,4,Moderate,1,23,-1.4739312657456405,2,12,0.3942931976883675,3
725,2,4,Moderate,4,49,-0.00193656487845063,2,12,0.3942931976883675,3
727,3,6,Conservative,1,45,-0.2283972880887875,2,12,0.3942931976883675,3
728,2,3,Liberal,3,30,-1.077625000127551,2,12,0.3942931976883675,3
729,1,6,Conservative,1,48,-0.05855174568103485,2,12,0.3942931976883675,3
730,1,4,Moderate,1,41,-0.4548580112991244,2,12,0.3942931976883675,3
731,2,6,Conservative,1,81,1.8097492208042445,2,9,-0.8171468684487302,3
734,2,7,Conservative,1,86,2.0928251248171654,1,12,0.3942931976883675,3
735,2,4,Moderate,1,24,-1.4173160849430562,1,12,0.3942931976883675,3
736,2,5,Conservative,4,52,0.16790897752930203,2,12,0.3942931976883675,3
737,3,3,Liberal,1,18,-1.7570071697585614,2,12,0.3942931976883675,3
738,2,6,Conservative,3,82,1.8663644016068286,1,12,0.3942931976883675,3
739,3,6,Conservative,3,66,0.9605215087654811,1,12,0.3942931976883675,3
742,3,6,Conservative,0,62,0.7340607855551442,1,12,0.3942931976883675,3
743,2,4,Moderate,2,34,-0.851164276917214,2,12,0.3942931976883675,3
744,2,6,Conservative,4,74,1.413442955186155,2,12,0.3942931976883675,3
746,2,2,Liberal,3,42,-0.3982428304965402,2,12,0.3942931976883675,3
749,3,4,Moderate,4,64,0.8472911471603127,2,12,0.3942931976883675,1
750,2,4,Moderate,3,62,0.7340607855551442,2,12,0.3942931976883675,1
751,2,4,Moderate,4,67,1.0171366895680654,2,12,0.3942931976883675,1
755,3,6,Conservative,1,47,-0.11516692648361908,2,12,0.3942931976883675,1
756,2,2,Liberal,1,55,0.3377545199370547,2,12,0.3942931976883675,1
758,2,5,Conservative,4,33,-0.9077794577197982,2,12,0.3942931976883675,1
759,2,2,Liberal,3,29,-1.134240180930135,1,12,0.3942931976883675,1
760,2,5,Conservative,1,47,-0.11516692648361908,2,12,0.3942931976883675,1
761,2,4,Moderate,1,62,0.7340607855551442,1,12,0.3942931976883675,1
762,2,5,Conservative,0,40,-0.5114731921017086,1,6,-2.0285869345858276,1
764,1,3,Liberal,4,60,0.6208304239499758,2,12,0.3942931976883675,1
767,2,3,Liberal,2,67,1.0171366895680654,2,12,0.3942931976883675,1
770,3,3,Liberal,1,55,0.3377545199370547,2,12,0.3942931976883675,1
771,2,4,Moderate,1,59,0.5642152431473916,1,5,-2.4324002899648605,1
774,2,1,Liberal,1,50,0.05467861592413359,2,1,-4.04765371148099,1
775,3,2,Liberal,2,42,-0.3982428304965402,1,12,0.3942931976883675,1
776,1,4,Moderate,1,19,-1.7003919889559773,1,2,-3.643840356101958,1
777,3,7,Conservative,1,41,-0.4548580112991244,2,12,0.3942931976883675,1
778,2,4,Moderate,2,32,-0.9643946385223824,2,11,-0.009520157690665056,1
779,3,4,Moderate,3,37,-0.6813187345094613,2,12,0.3942931976883675,1
781,2,4,Moderate,1,52,0.16790897752930203,2,12,0.3942931976883675,1
784,2,1,Liberal,3,23,-1.4739312657456405,2,12,0.3942931976883675,1
786,1,4,Moderate,0,63,0.7906759663577285,1,8,-1.2209602238277626,1
788,2,3,Liberal,4,66,0.9605215087654811,2,12,0.3942931976883675,1
789,3,2,Liberal,2,56,0.3943697007396389,1,12,0.3942931976883675,1
790,3,7,Conservative,3,51,0.11129379672671781,2,12,0.3942931976883675,1
791,1,3,Liberal,4,38,-0.624703553706877,1,12,0.3942931976883675,1
793,2,6,Conservative,1,32,-0.9643946385223824,2,2,-3.643840356101958,1
795,2,3,Liberal,3,32,-0.9643946385223824,2,12,0.3942931976883675,1
796,3,4,Moderate,1,31,-1.0210098193249666,1,9,-0.8171468684487302,1
798,1,7,Conservative,0,57,0.45098488154222316,1,9,-0.8171468684487302,1
799,2,4,Moderate,3,30,-1.077625000127551,2,12,0.3942931976883675,1
800,2,5,Conservative,3,72,1.3002125935809865,1,12,0.3942931976883675,1
803,2,5,Conservative,4,45,-0.2283972880887875,2,12,0.3942931976883675,1
804,2,3,Liberal,4,67,1.0171366895680654,2,12,0.3942931976883675,1
805,2,3,Liberal,3,34,-0.851164276917214,2,12,0.3942931976883675,1
806,2,6,Conservative,1,78,1.6399036783964918,2,12,0.3942931976883675,1
807,3,3,Liberal,1,37,-0.6813187345094613,1,12,0.3942931976883675,3
809,3,5,Conservative,1,32,-0.9643946385223824,2,7,-1.6247735792067952,3
810,2,5,Conservative,1,37,-0.6813187345094613,1,12,0.3942931976883675,3
811,2,7,Conservative,4,61,0.67744560475256,1,12,0.3942931976883675,3
813,3,4,Moderate,0,65,0.9039063279628969,1,12,0.3942931976883675,3
815,2,7,Conservative,3,64,0.8472911471603127,1,12,0.3942931976883675,3
818,2,3,Liberal,1,19,-1.7003919889559773,2,12,0.3942931976883675,3
819,2,6,Conservative,1,55,0.3377545199370547,1,12,0.3942931976883675,3
820,3,5,Conservative,0,18,-1.7570071697585614,2,12,0.3942931976883675,3
821,2,2,Liberal,3,41,-0.4548580112991244,2,12,0.3942931976883675,3
822,1,6,Conservative,3,58,0.5076000623448074,2,12,0.3942931976883675,3
823,1,7,Conservative,1,79,1.696518859199076,1,12,0.3942931976883675,3
826,3,7,Conservative,1,32,-0.9643946385223824,1,12,0.3942931976883675,3
828,3,3,Liberal,1,28,-1.1908553617327193,2,12,0.3942931976883675,3
833,2,4,Moderate,1,28,-1.1908553617327193,2,12,0.3942931976883675,3
837,2,2,Liberal,1,64,0.8472911471603127,1,2,-3.643840356101958,3
839,2,4,Moderate,1,20,-1.643776808153393,1,11,-0.009520157690665056,3
842,2,4,Moderate,1,61,0.67744560475256,2,12,0.3942931976883675,3
843,3,2,Liberal,2,22,-1.5305464465482246,2,11,-0.009520157690665056,3
845,1,5,Conservative,4,77,1.5832884975939077,1,12,0.3942931976883675,3
847,3,4,Moderate,1,35,-0.7945490961146298,1,12,0.3942931976883675,3
848,1,4,Moderate,3,66,0.9605215087654811,2,12,0.3942931976883675,3
849,1,2,Liberal,1,36,-0.7379339153120456,2,12,0.3942931976883675,3
851,2,6,Conservative,1,48,-0.05855174568103485,1,12,0.3942931976883675,3
852,2,5,Conservative,3,40,-0.5114731921017086,1,12,0.3942931976883675,3
855,3,4,Moderate,1,24,-1.4173160849430562,1,12,0.3942931976883675,3
860,2,2,Liberal,4,77,1.5832884975939077,1,12,0.3942931976883675,3
861,3,4,Moderate,4,41,-0.4548580112991244,1,12,0.3942931976883675,3
863,2,3,Liberal,4,49,-0.00193656487845063,2,12,0.3942931976883675,3
864,1,2,Liberal,4,71,1.2435974127784022,2,12,0.3942931976883675,3
866,2,4,Moderate,3,45,-0.2283972880887875,1,12,0.3942931976883675,3
875,2,3,Liberal,4,26,-1.3040857233378877,2,12,0.3942931976883675,3
876,1,4,Moderate,4,37,-0.6813187345094613,2,12,0.3942931976883675,3
880,2,4,Moderate,1,25,-1.3607009041404718,1,12,0.3942931976883675,3
883,2,1,Liberal,3,36,-0.7379339153120456,2,12,0.3942931976883675,3
885,2,3,Liberal,4,51,0.11129379672671781,2,12,0.3942931976883675,3
887,3,2,Liberal,3,31,-1.0210098193249666,1,12,0.3942931976883675,3
890,3,4,Moderate,1,36,-0.7379339153120456,2,12,0.3942931976883675,3
893,2,4,Moderate,3,24,-1.4173160849430562,2,12,0.3942931976883675,3
894,2,4,Moderate,1,67,1.0171366895680654,2,12,0.3942931976883675,3
895,2,2,Liberal,3,79,1.696518859199076,1,9,-0.8171468684487302,3
897,2,7,Conservative,1,30,-1.077625000127551,2,12,0.3942931976883675,3
898,2,3,Liberal,2,71,1.2435974127784022,2,12,0.3942931976883675,3
901,1,4,Moderate,0,20,-1.643776808153393,2,11,-0.009520157690665056,3
903,2,4,Moderate,2,49,-0.00193656487845063,2,12,0.3942931976883675,3
904,2,5,Conservative,2,69,1.1303670511732338,2,12,0.3942931976883675,3
905,3,4,Moderate,3,35,-0.7945490961146298,1,12,0.3942931976883675,3
908,1,6,Conservative,1,71,1.2435974127784022,1,12,0.3942931976883675,3
912,2,2,Liberal,4,47,-0.11516692648361908,1,12,0.3942931976883675,3
913,3,6,Conservative,1,29,-1.134240180930135,1,12,0.3942931976883675,3
914,3,3,Liberal,1,25,-1.3607009041404718,1,12,0.3942931976883675,3
917,2,4,Moderate,1,26,-1.3040857233378877,1,3,-3.2400270007229253,3
918,1,3,Liberal,3,33,-0.9077794577197982,2,12,0.3942931976883675,3
919,3,6,Conservative,3,64,0.8472911471603127,1,12,0.3942931976883675,3
922,2,3,Liberal,4,45,-0.2283972880887875,1,12,0.3942931976883675,3
926,1,6,Conservative,3,79,1.696518859199076,1,12,0.3942931976883675,3
927,3,4,Moderate,4,32,-0.9643946385223824,2,12,0.3942931976883675,3
936,2,4,Moderate,3,36,-0.7379339153120456,2,12,0.3942931976883675,3
940,2,6,Conservative,4,23,-1.4739312657456405,2,11,-0.009520157690665056,3
942,2,5,Conservative,4,28,-1.1908553617327193,1,12,0.3942931976883675,3
943,2,4,Moderate,3,69,1.1303670511732338,2,12,0.3942931976883675,3
944,3,5,Conservative,3,25,-1.3607009041404718,2,12,0.3942931976883675,3
945,2,6,Conservative,3,36,-0.7379339153120456,1,12,0.3942931976883675,3
948,2,5,Conservative,1,71,1.2435974127784022,1,12,0.3942931976883675,3
949,3,4,Moderate,1,66,0.9605215087654811,2,12,0.3942931976883675,3
952,3,4,Moderate,4,50,0.05467861592413359,2,12,0.3942931976883675,3
954,2,6,Conservative,NA,65,0.9039063279628969,1,12,0.3942931976883675,3
956,2,4,Moderate,4,61,0.67744560475256,1,12,0.3942931976883675,3
957,1,7,Conservative,1,55,0.3377545199370547,2,9,-0.8171468684487302,3
958,2,4,Moderate,0,24,-1.4173160849430562,2,12,0.3942931976883675,3
959,3,3,Liberal,3,54,0.2811393391344705,2,12,0.3942931976883675,3
960,3,2,Liberal,4,41,-0.4548580112991244,1,12,0.3942931976883675,3
961,2,4,Moderate,2,25,-1.3607009041404718,2,12,0.3942931976883675,3
962,2,2,Liberal,3,82,1.8663644016068286,1,12,0.3942931976883675,3
963,3,3,Liberal,4,37,-0.6813187345094613,2,12,0.3942931976883675,3
964,2,4,Moderate,1,65,0.9039063279628969,1,12,0.3942931976883675,3
965,2,2,Liberal,2,56,0.3943697007396389,1,12,0.3942931976883675,3
966,3,3,Liberal,1,72,1.3002125935809865,1,12,0.3942931976883675,3
971,3,4,Moderate,2,68,1.0737518703706497,2,12,0.3942931976883675,3
972,1,4,Moderate,0,48,-0.05855174568103485,2,12,0.3942931976883675,3
973,1,4,Moderate,1,66,0.9605215087654811,2,12,0.3942931976883675,3
974,2,3,Liberal,1,37,-0.6813187345094613,2,12,0.3942931976883675,3
976,3,4,Moderate,3,53,0.22452415833188627,1,12,0.3942931976883675,3
983,2,6,Conservative,1,82,1.8663644016068286,2,10,-0.4133335130696976,3
985,1,3,Liberal,4,70,1.186982231975818,2,12,0.3942931976883675,3
986,2,5,Conservative,4,40,-0.5114731921017086,2,12,0.3942931976883675,3
989,2,5,Conservative,1,64,0.8472911471603127,1,12,0.3942931976883675,3
990,2,4,Moderate,3,75,1.470058135988739,2,10,-0.4133335130696976,3
993,2,4,Moderate,3,36,-0.7379339153120456,2,12,0.3942931976883675,3
994,3,4,Moderate,1,36,-0.7379339153120456,1,12,0.3942931976883675,3
999,1,4,Moderate,1,78,1.6399036783964918,1,12,0.3942931976883675,3
1001,2,4,Moderate,3,80,1.7531340400016602,1,12,0.3942931976883675,3
1002,2,2,Liberal,4,65,0.9039063279628969,2,12,0.3942931976883675,3
1005,3,4,Moderate,2,46,-0.1717821072862033,1,12,0.3942931976883675,2
1007,2,4,Moderate,3,46,-0.1717821072862033,1,12,0.3942931976883675,2
1008,1,5,Conservative,4,51,0.11129379672671781,2,12,0.3942931976883675,2
1009,1,4,Moderate,1,49,-0.00193656487845063,2,12,0.3942931976883675,2
1010,3,4,Moderate,1,59,0.5642152431473916,2,9,-0.8171468684487302,2
1013,3,4,Moderate,1,74,1.413442955186155,1,10,-0.4133335130696976,2
1014,3,3,Liberal,2,43,-0.341627649693956,1,12,0.3942931976883675,2
1015,2,4,Moderate,1,50,0.05467861592413359,1,11,-0.009520157690665056,2
1020,3,2,Liberal,3,48,-0.05855174568103485,2,9,-0.8171468684487302,2
1022,3,4,Moderate,1,35,-0.7945490961146298,1,12,0.3942931976883675,2
1024,2,2,Liberal,4,31,-1.0210098193249666,2,1,-4.04765371148099,2
1025,3,4,Moderate,0,56,0.3943697007396389,1,12,0.3942931976883675,2
1026,3,2,Liberal,3,22,-1.5305464465482246,1,3,-3.2400270007229253,2
1027,3,4,Moderate,1,65,0.9039063279628969,1,12,0.3942931976883675,2
1028,2,4,Moderate,1,37,-0.6813187345094613,1,12,0.3942931976883675,2
1030,3,4,Moderate,1,38,-0.624703553706877,2,12,0.3942931976883675,2
1031,2,7,Conservative,4,66,0.9605215087654811,1,12,0.3942931976883675,2
1033,2,4,Moderate,3,49,-0.00193656487845063,2,12,0.3942931976883675,2
1034,2,6,Conservative,4,76,1.5266733167913233,2,12,0.3942931976883675,2
1036,1,2,Liberal,3,37,-0.6813187345094613,2,12,0.3942931976883675,2
1038,2,4,Moderate,2,85,2.0362099440145816,2,9,-0.8171468684487302,2
1039,2,5,Conservative,3,25,-1.3607009041404718,1,12,0.3942931976883675,2
1040,2,2,Liberal,3,67,1.0171366895680654,2,12,0.3942931976883675,2
1046,1,5,Conservative,1,45,-0.2283972880887875,1,12,0.3942931976883675,2
1047,3,5,Conservative,2,43,-0.341627649693956,1,12,0.3942931976883675,2
1048,2,2,Liberal,4,53,0.22452415833188627,1,12,0.3942931976883675,2
1050,2,1,Liberal,1,69,1.1303670511732338,2,10,-0.4133335130696976,2
1052,1,3,Liberal,2,32,-0.9643946385223824,2,12,0.3942931976883675,4
1053,2,4,Moderate,2,67,1.0171366895680654,1,12,0.3942931976883675,4
1054,1,1,Liberal,1,53,0.22452415833188627,2,1,-4.04765371148099,4
1055,2,4,Moderate,1,76,1.5266733167913233,2,12,0.3942931976883675,4
1056,1,6,Conservative,0,46,-0.1717821072862033,1,12,0.3942931976883675,4
1057,2,3,Liberal,2,47,-0.11516692648361908,1,12,0.3942931976883675,4
1058,2,2,Liberal,3,29,-1.134240180930135,1,2,-3.643840356101958,4
1064,2,6,Conservative,3,21,-1.587161627350809,1,12,0.3942931976883675,4
1066,3,2,Liberal,3,38,-0.624703553706877,1,12,0.3942931976883675,4
1068,1,2,Liberal,1,19,-1.7003919889559773,1,12,0.3942931976883675,4
1070,3,2,Liberal,4,37,-0.6813187345094613,1,12,0.3942931976883675,4
1075,2,5,Conservative,1,19,-1.7003919889559773,1,12,0.3942931976883675,4
1077,3,4,Moderate,1,36,-0.7379339153120456,2,12,0.3942931976883675,4
1078,3,5,Conservative,1,67,1.0171366895680654,2,12,0.3942931976883675,4
1081,2,3,Liberal,2,46,-0.1717821072862033,2,12,0.3942931976883675,4
1082,2,4,Moderate,3,35,-0.7945490961146298,1,12,0.3942931976883675,4
1083,3,3,Liberal,1,46,-0.1717821072862033,2,12,0.3942931976883675,4
1087,2,2,Liberal,3,49,-0.00193656487845063,2,12,0.3942931976883675,4
1088,2,4,Moderate,1,20,-1.643776808153393,1,12,0.3942931976883675,4
1091,2,4,Moderate,4,46,-0.1717821072862033,2,12,0.3942931976883675,4
1092,2,2,Liberal,0,25,-1.3607009041404718,1,9,-0.8171468684487302,4
1093,2,2,Liberal,3,63,0.7906759663577285,2,4,-2.836213645343893,4
1094,2,5,Conservative,3,60,0.6208304239499758,1,12,0.3942931976883675,4
1096,2,5,Conservative,0,50,0.05467861592413359,1,12,0.3942931976883675,4
1099,2,3,Liberal,1,49,-0.00193656487845063,1,12,0.3942931976883675,4
1102,1,4,Moderate,3,59,0.5642152431473916,1,12,0.3942931976883675,4
1105,1,2,Liberal,3,46,-0.1717821072862033,1,12,0.3942931976883675,4
1106,3,4,Moderate,1,43,-0.341627649693956,1,12,0.3942931976883675,4
1107,3,4,Moderate,1,26,-1.3040857233378877,1,12,0.3942931976883675,4
1108,2,5,Conservative,1,65,0.9039063279628969,1,10,-0.4133335130696976,4
1109,3,6,Conservative,2,77,1.5832884975939077,1,12,0.3942931976883675,4
1110,2,2,Liberal,1,59,0.5642152431473916,2,10,-0.4133335130696976,4
1111,2,2,Liberal,0,54,0.2811393391344705,1,1,-4.04765371148099,4
1112,3,1,Liberal,0,54,0.2811393391344705,2,1,-4.04765371148099,4
1113,3,7,Conservative,1,63,0.7906759663577285,1,12,0.3942931976883675,4
1114,2,4,Moderate,1,61,0.67744560475256,1,11,-0.009520157690665056,4
1122,3,5,Conservative,1,29,-1.134240180930135,2,12,0.3942931976883675,4
1124,2,2,Liberal,3,47,-0.11516692648361908,2,12,0.3942931976883675,4
1125,1,4,Moderate,1,74,1.413442955186155,2,12,0.3942931976883675,4
1126,3,4,Moderate,2,41,-0.4548580112991244,1,12,0.3942931976883675,4
1128,2,3,Liberal,3,48,-0.05855174568103485,2,12,0.3942931976883675,4
1129,2,6,Conservative,3,48,-0.05855174568103485,2,12,0.3942931976883675,4
1130,2,4,Moderate,3,62,0.7340607855551442,1,12,0.3942931976883675,4
1131,2,3,Liberal,2,32,-0.9643946385223824,2,12,0.3942931976883675,4
1132,2,2,Liberal,2,29,-1.134240180930135,1,12,0.3942931976883675,4
1133,2,6,Conservative,1,21,-1.587161627350809,1,12,0.3942931976883675,4
1137,2,7,Conservative,4,73,1.3568277743835706,1,12,0.3942931976883675,4
1139,3,5,Conservative,3,42,-0.3982428304965402,2,12,0.3942931976883675,4
1142,2,2,Liberal,0,28,-1.1908553617327193,1,12,0.3942931976883675,4
1143,3,6,Conservative,1,30,-1.077625000127551,1,12,0.3942931976883675,4
1144,3,4,Moderate,2,31,-1.0210098193249666,2,12,0.3942931976883675,3
1145,1,2,Liberal,3,68,1.0737518703706497,1,10,-0.4133335130696976,3
1146,2,4,Moderate,1,67,1.0171366895680654,2,12,0.3942931976883675,3
1147,2,6,Conservative,2,74,1.413442955186155,1,12,0.3942931976883675,3
1149,2,6,Conservative,2,51,0.11129379672671781,2,12,0.3942931976883675,3
1151,3,6,Conservative,2,36,-0.7379339153120456,1,12,0.3942931976883675,3
1152,2,4,Moderate,3,32,-0.9643946385223824,2,12,0.3942931976883675,3
1154,2,4,Moderate,1,31,-1.0210098193249666,1,12,0.3942931976883675,3
1157,2,2,Liberal,0,27,-1.2474705425353034,2,12,0.3942931976883675,3
1158,2,6,Conservative,1,73,1.3568277743835706,1,12,0.3942931976883675,3
1162,2,4,Moderate,3,40,-0.5114731921017086,2,5,-2.4324002899648605,3
1163,1,6,Conservative,4,34,-0.851164276917214,2,12,0.3942931976883675,3
1165,2,6,Conservative,4,25,-1.3607009041404718,1,11,-0.009520157690665056,3
1166,3,2,Liberal,3,50,0.05467861592413359,2,12,0.3942931976883675,3
1168,2,4,Moderate,3,24,-1.4173160849430562,2,12,0.3942931976883675,3
1171,2,4,Moderate,1,22,-1.5305464465482246,1,12,0.3942931976883675,3
1175,2,4,Moderate,1,18,-1.7570071697585614,1,12,0.3942931976883675,3
1178,3,6,Conservative,1,33,-0.9077794577197982,1,12,0.3942931976883675,3
1179,3,4,Moderate,4,49,-0.00193656487845063,2,12,0.3942931976883675,2
1180,2,4,Moderate,4,66,0.9605215087654811,1,12,0.3942931976883675,2
1183,3,6,Conservative,4,41,-0.4548580112991244,1,12,0.3942931976883675,2
1184,2,6,Conservative,2,37,-0.6813187345094613,2,12,0.3942931976883675,2
1185,2,6,Conservative,3,42,-0.3982428304965402,1,12,0.3942931976883675,2
1188,2,3,Liberal,1,66,0.9605215087654811,1,12,0.3942931976883675,2
1189,2,4,Moderate,4,55,0.3377545199370547,2,12,0.3942931976883675,2
1194,2,4,Moderate,2,38,-0.624703553706877,2,12,0.3942931976883675,2
1197,2,2,Liberal,4,36,-0.7379339153120456,2,12,0.3942931976883675,2
1198,3,4,Moderate,1,53,0.22452415833188627,1,12,0.3942931976883675,2
1199,2,2,Liberal,3,56,0.3943697007396389,1,12,0.3942931976883675,2
1200,2,3,Liberal,3,65,0.9039063279628969,1,12,0.3942931976883675,2
1202,2,3,Liberal,4,42,-0.3982428304965402,2,12,0.3942931976883675,2
1205,3,3,Liberal,3,53,0.22452415833188627,1,12,0.3942931976883675,2
1208,1,2,Liberal,2,44,-0.2850124688913717,2,12,0.3942931976883675,2
1210,2,6,Conservative,1,18,-1.7570071697585614,2,12,0.3942931976883675,2
1212,2,4,Moderate,1,34,-0.851164276917214,1,2,-3.643840356101958,2
1214,2,4,Moderate,3,31,-1.0210098193249666,2,12,0.3942931976883675,2
1215,2,4,Moderate,3,27,-1.2474705425353034,1,12,0.3942931976883675,2
1216,2,2,Liberal,1,73,1.3568277743835706,2,12,0.3942931976883675,2
1217,2,2,Liberal,3,35,-0.7945490961146298,2,12,0.3942931976883675,2
1218,3,3,Liberal,4,31,-1.0210098193249666,1,2,-3.643840356101958,2
1222,2,5,Conservative,3,33,-0.9077794577197982,2,12,0.3942931976883675,2
1223,2,4,Moderate,4,43,-0.341627649693956,2,12,0.3942931976883675,2
1227,2,3,Liberal,4,76,1.5266733167913233,1,12,0.3942931976883675,2
1229,1,6,Conservative,1,64,0.8472911471603127,2,12,0.3942931976883675,2
1230,2,2,Liberal,1,69,1.1303670511732338,2,9,-0.8171468684487302,2
1232,1,4,Moderate,0,18,-1.7570071697585614,1,12,0.3942931976883675,2
1234,2,4,Moderate,3,74,1.413442955186155,2,12,0.3942931976883675,2
1235,3,3,Liberal,4,38,-0.624703553706877,1,12,0.3942931976883675,2
1239,2,4,Moderate,4,71,1.2435974127784022,2,12,0.3942931976883675,2
1242,2,2,Liberal,4,60,0.6208304239499758,1,12,0.3942931976883675,2
1245,2,3,Liberal,4,70,1.186982231975818,1,12,0.3942931976883675,2
1246,2,2,Liberal,4,39,-0.5680883729042928,1,12,0.3942931976883675,2
1251,2,6,Conservative,3,73,1.3568277743835706,1,12,0.3942931976883675,2
1252,2,7,Conservative,3,40,-0.5114731921017086,2,12,0.3942931976883675,2
1254,2,5,Conservative,4,37,-0.6813187345094613,2,12,0.3942931976883675,2
1256,2,4,Moderate,3,41,-0.4548580112991244,1,12,0.3942931976883675,2
1257,3,3,Liberal,1,19,-1.7003919889559773,2,5,-2.4324002899648605,2
1258,3,3,Liberal,1,36,-0.7379339153120456,1,12,0.3942931976883675,2
1259,3,6,Conservative,1,36,-0.7379339153120456,1,12,0.3942931976883675,2
1260,3,2,Liberal,1,69,1.1303670511732338,1,12,0.3942931976883675,2
1261,2,5,Conservative,1,45,-0.2283972880887875,1,12,0.3942931976883675,2
